server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
1;0;0.0;19.0;4;24;19.0;19.0
2;0;0.0;5.0;1;13;6.0;5.0
3;0;0.0;1.0;0;17;2.0;1.0
4;0;0.0;21.0;2;0;21.0;21.0
5;0;0.0;1.0;3;24;2.0;1.0
6;0;0.0;13.0;5;16;13.0;13.0
7;1;1.0;13.0;7;1;13.0;12.0
8;1;1.0;28.0;6;12;26.0;27.0
9;4;4.0;7.0;10;8;3.0;3.0
10;4;4.0;5.0;14;29;1.0;1.0
11;4;4.0;8.0;9;11;4.0;4.0
14;4;4.0;11.0;11;4;5.0;7.0
15;4;4.0;18.0;8;12;14.0;14.0
3;4;4.0;17.0;12;13;15.0;13.0
5;4;4.0;9.0;15;2;5.0;5.0
10;5;5.0;21.0;16;26;17.0;16.0
2;4;5.0;11.0;13;13;6.0;6.0
17;5;5.35580238426793;10.35580238426793;17;12;5.0;5.0
16;8;8.0;23.0;22;1;17.0;15.0
9;8;8.0;9.0;21;2;2.0;1.0
11;8;8.0;13.0;19;25;7.0;5.0
13;8;8.979679363740752;11.979679363740752;23;12;4.0;3.0
9;9;9.0;12.0;26;24;3.0;3.0
5;9;9.0;10.0;24;23;1.0;1.0
18;8;9.484433782538762;18.484433782538762;20;17;8.0;9.0
5;9;10.0;24.0;25;20;14.0;14.0
17;9;10.35580238426793;14.35580238426793;27;5;3.0;4.0
14;11;11.0;18.0;29;13;9.0;7.0
2;11;11.0;27.0;30;17;17.0;16.0
0;8;11.22743157782592;33.22743157782592;18;29;20.0;22.0
13;11;11.979679363740752;27.97967936374075;31;3;15.0;15.999999999999998
9;11;12.0;27.0;28;23;15.0;15.0
11;14;14.0;38.0;32;13;23.0;24.0
17;15;15.0;20.0;36;12;5.0;5.0
7;15;15.0;28.0;34;20;13.0;13.0
6;15;15.0;40.0;33;3;26.0;25.0
19;17;17.0;33.0;37;29;16.0;16.0
12;19;19.0;24.0;38;2;5.0;5.0
18;19;19.0;29.0;39;11;12.0;10.0
3;21;21.0;40.0;40;4;22.0;19.0
14;21;21.0;24.0;42;27;3.0;3.0
15;21;21.0;41.0;41;6;20.0;20.0
17;23;23.0;41.0;43;22;18.0;18.0
16;23;23.0;42.0;44;21;18.0;19.0
12;24;24.0;25.0;45;11;2.0;1.0
10;24;24.0;52.0;46;24;27.0;28.0
12;25;25.0;34.0;47;21;8.0;9.0
14;25;25.0;48.0;48;2;23.0;23.0
1;26;26.0;33.0;51;21;8.0;7.0
4;26;26.0;29.0;49;13;3.0;3.0
5;26;26.0;38.0;53;17;11.0;12.0
9;26;27.0;31.0;50;8;3.0;4.0
2;27;27.0;29.0;54;7;1.0;2.0
13;27;27.97967936374075;50.97967936374075;55;27;27.0;23.0
7;28;28.0;34.0;58;18;5.0;6.0
18;28;29.0;38.0;59;23;12.0;9.0
4;28;29.0;39.0;57;4;13.0;10.0
2;28;29.0;46.0;61;29;21.0;17.0
9;30;31.0;60.0;62;0;28.0;29.0
19;32;33.0;60.0;64;19;27.0;27.0
1;27;33.0;63.0;56;26;28.0;30.0
12;34;34.0;61.0;66;13;28.0;27.0
7;34;34.0;49.0;69;12;15.0;15.0
18;38;38.0;39.0;71;9;2.0;1.0
11;38;38.0;52.0;72;12;14.0;14.0
5;28;38.0;46.0;60;26;7.0;8.0
18;39;39.0;68.0;74;7;27.0;29.0
4;34;39.0;50.0;68;1;7.0;11.0
3;39;40.0;47.0;76;0;8.0;7.0
6;34;40.0;49.0;67;26;8.0;9.0
17;32;41.0;44.0;65;23;1.0;3.0
15;39;41.0;42.0;75;4;1.0;1.0
16;42;42.0;65.0;78;17;21.0;23.0
15;42;42.0;43.0;81;15;4.0;1.0
15;42;43.0;51.0;79;9;8.0;8.0
17;39;44.0;47.0;73;6;2.0;3.0
5;46;46.0;63.0;90;16;17.0;17.0
2;42;46.0;63.0;77;19;17.0;17.0
3;38;47.0;60.0;70;21;10.0;13.0
0;45;47.501677324254345;53.501677324254345;87;6;8.0;6.0
14;42;48.0;55.0;80;24;3.0;7.0
7;49;49.0;57.0;98;24;10.0;8.0
6;43;49.0;51.0;84;10;2.0;2.0
4;43;50.0;64.0;82;3;11.0;14.0
13;43;50.97967936374075;56.97967936374075;83;24;4.0;6.0
15;49;51.0;52.0;97;1;2.0;1.0
6;49;51.0;55.0;92;13;6.0;4.0
15;52;52.0;59.0;100;9;8.0;7.0
11;52;52.0;58.0;99;24;5.0;6.0
0;49;53.501677324254345;59.501677324254345;91;26;7.0;6.0
14;55;55.0;60.0;104;26;5.0;5.0
6;55;55.0;56.0;102;10;2.0;1.0
6;55;56.0;66.0;103;19;9.0;10.0
13;46;56.97967936374075;60.97967936374075;89;12;4.0;4.0
7;57;57.0;78.0;106;21;19.0;21.0
11;57;58.0;63.0;105;7;4.0;5.0
15;58;59.0;62.0;110;17;1.0;3.0
0;58;59.501677324254345;63.501677324254345;109;25;4.0;4.0
19;49;60.0;64.0;95;18;4.0;4.0
14;59;60.0;61.0;112;24;3.0;1.0
3;55;60.0;66.0;101;16;7.0;6.0
9;45;60.0;62.0;86;15;3.0;2.0
10;58;60.78767896388686;73.78767896388686;111;15;9.0;13.0
13;49;60.97967936374075;70.97967936374076;96;6;10.0;10.000000000000007
12;58;61.0;69.0;107;7;10.0;8.0
14;58;61.0;84.0;108;6;25.0;23.0
15;60;62.0;63.0;113;4;1.0;1.0
9;61;62.0;90.0;114;0;28.0;28.0
0;64;64.0;71.0;116;11;5.0;7.0
19;64;64.0;77.0;115;17;13.0;13.0
1;65;65.0;70.0;118;6;4.0;5.0
15;65;65.0;82.0;120;28;16.0;17.0
16;65;65.0;82.0;117;20;15.0;17.0
11;65;65.0;76.0;119;3;9.0;11.0
5;67;67.0;68.0;129;1;1.0;1.0
3;67;67.0;86.0;127;2;19.0;19.0
2;67;67.0;70.0;122;7;1.0;3.0
6;67;67.0;69.0;128;8;4.0;2.0
18;67;68.0;69.0;121;9;2.0;1.0
5;68;68.0;69.0;134;23;1.0;1.0
12;69;69.0;92.0;135;4;23.0;23.0
18;69;69.0;87.0;139;18;18.0;18.0
5;67;69.0;72.0;125;24;2.0;3.0
6;69;69.0;71.0;137;10;2.0;2.0
1;69;70.0;78.0;141;21;8.0;8.0
2;69;70.0;71.0;138;7;1.0;1.0
13;67;70.97967936374076;75.97967936374076;132;12;4.0;5.0
0;67;71.0;76.0;131;4;6.0;5.0
2;67;71.0;78.0;126;18;8.0;7.0
6;69;71.0;74.0;140;22;2.0;3.0
5;68;72.0;77.0;133;27;5.0;5.0
10;72;73.78767896388686;74.78767896388686;144;29;1.0;1.0
6;74;74.0;83.0;145;18;11.0;9.0
10;72;74.78767896388686;78.78767896388686;143;11;4.0;4.0
13;75;75.97967936374076;101.97967936374076;148;14;25.0;26.0
0;75;76.0;81.0;152;14;2.0;5.0
11;75;76.0;77.0;155;0;1.0;1.0
19;74;77.0;78.0;146;24;4.0;1.0
5;69;77.0;86.0;136;27;5.0;9.0
11;67;77.0;89.0;124;20;11.0;12.0
19;67;78.0;90.0;123;17;13.0;12.0
1;69;78.0;90.0;142;17;14.0;12.0
2;75;78.0;79.0;147;9;2.0;1.0
7;78;78.0;79.0;159;11;2.0;1.0
10;76;78.78767896388686;79.78767896388686;156;29;1.0;1.0
2;79;79.0;89.0;161;1;13.0;10.0
7;79;79.0;99.0;165;22;19.0;20.0
10;79;79.78767896388686;84.78767896388686;164;15;9.0;5.0
4;75;80.89878107866404;84.89878107866404;150;13;3.0;4.0
17;78;80.95825888424106;81.95825888424106;157;6;2.0;1.0
0;81;81.0;82.0;170;14;2.0;1.0
17;81;81.95825888424106;97.95825888424106;169;4;17.0;16.0
0;82;82.0;102.0;183;29;20.0;20.0
15;81;82.0;83.0;179;8;1.0;1.0
16;81;82.0;86.0;172;25;5.0;4.0
15;81;83.0;102.0;173;0;18.0;19.0
6;81;83.0;91.0;168;24;11.0;8.0
14;84;84.0;87.0;186;11;3.0;3.0
10;84;84.78767896388686;92.78767896388686;187;0;8.0;8.0
4;81;84.89878107866404;99.89878107866404;176;3;11.0;15.0
5;81;86.0;103.0;171;29;15.0;17.0
16;79;86.0;89.0;160;25;5.0;3.0
3;79;86.0;92.0;166;8;6.0;6.0
18;75;87.0;93.0;153;3;7.0;6.0
