server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;0;0.0;28.0;0;23;28.0;28.0
1;1;1.0;20.0;1;26;18.0;19.0
4;1;1.0;7.0;2;18;6.0;6.0
8;2;2.0;12.0;3;27;10.0;10.0
9;2;2.0;4.0;6;10;2.0;2.0
11;2;2.0;9.0;5;16;8.0;7.0
12;2;2.0;15.0;4;15;14.0;13.0
13;3;3.0;17.0;8;2;17.0;14.0
15;3;3.0;19.0;7;18;15.0;16.0
16;3;3.0;15.0;9;1;13.0;12.0
18;5;5.0;30.0;15;4;22.0;25.0
19;5;5.0;25.0;11;26;19.0;20.0
17;5;5.0;11.0;16;2;5.0;6.0
9;5;5.0;13.0;10;3;9.0;8.0
10;5;5.618378766940248;25.618378766940246;13;7;21.0;20.0
14;5;5.647196147918015;15.647196147918015;12;26;11.0;10.0
4;5;7.0;13.0;14;15;6.0;6.0
6;7;7.055545783490103;24.055545783490103;17;14;17.0;17.0
11;8;9.0;36.0;19;7;26.0;27.0
3;7;10.175239642782135;16.175239642782135;18;27;5.0;6.0
17;8;11.0;36.0;20;27;22.0;25.0
8;12;12.0;22.0;24;20;12.0;10.0
9;12;13.0;37.0;23;7;24.0;24.0
4;12;13.0;23.0;26;13;12.0;10.0
2;12;13.659491013717382;19.659491013717382;25;1;4.0;6.0
16;14;15.0;45.0;30;5;27.0;30.0
12;15;15.0;41.0;36;16;26.0;26.0
14;14;15.647196147918015;19.647196147918017;27;29;6.0;4.000000000000002
3;15;16.175239642782135;27.175239642782135;37;11;12.0;11.0
13;17;17.0;25.0;41;4;7.0;8.0
15;17;19.0;42.0;45;20;22.0;23.0
14;17;19.647196147918017;46.64719614791802;42;23;28.0;27.0
2;14;19.659491013717382;26.659491013717382;28;8;7.0;7.0
1;20;20.0;25.0;53;3;3.0;5.0
5;20;20.493361879220238;50.49336187922024;55;17;29.0;30.0
7;17;20.642591284404517;28.642591284404517;43;4;8.0;8.0
4;22;23.0;35.0;61;2;12.0;12.0
6;14;24.055545783490103;32.0555457834901;31;7;8.0;8.0
19;25;25.0;45.0;68;26;19.0;20.0
13;17;25.0;33.0;44;5;7.0;8.0
1;14;25.0;27.0;33;13;2.0;2.0
10;14;25.618378766940246;31.618378766940246;29;6;3.0;6.0
2;23;26.659491013717382;49.659491013717385;66;5;22.0;23.000000000000004
1;12;27.0;30.0;22;19;4.0;3.0
3;22;27.175239642782135;35.17523964278213;58;15;7.0;7.9999999999999964
0;17;28.0;31.0;47;6;4.0;3.0
7;17;28.642591284404517;32.64259128440452;38;14;3.0;4.0
18;30;30.0;60.0;73;9;29.0;30.0
