server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;0;0.0;20.0;1;15;21.0;20.0
4;0;0.0;1.0;3;4;1.0;1.0
6;0;0.0;16.0;7;12;17.0;16.0
8;0;0.0;7.0;4;23;9.0;7.0
9;0;0.0;1.0;8;6;2.0;1.0
11;0;0.0;13.0;0;25;13.0;13.0
12;0;0.0;1.0;5;5;2.0;1.0
16;0;0.0;20.0;2;19;20.0;20.0
18;0;0.0;11.0;6;19;12.0;11.0
13;1;1.0;2.0;9;21;2.0;1.0
19;1;1.0;18.0;10;24;14.0;17.0
9;3;3.0;6.0;12;6;2.0;3.0
12;3;3.0;20.0;11;15;16.0;17.0
4;5;5.0;20.0;13;27;16.0;15.0
13;6;6.0;25.0;14;17;19.0;19.0
9;6;6.0;23.0;15;29;17.0;17.0
2;9;9.0;20.0;17;3;11.0;11.0
5;9;9.0;13.0;16;7;3.0;4.0
8;9;9.0;10.0;18;16;1.0;1.0
7;9;9.007510173981776;15.007510173981776;19;28;3.0;6.0
1;12;12.0;21.0;23;13;10.0;9.0
10;12;12.0;42.0;20;21;28.0;30.0
8;12;12.0;28.0;22;6;14.0;16.0
18;12;12.0;38.0;21;18;28.0;26.0
17;13;13.0;38.0;26;25;23.0;25.0
5;13;13.0;15.0;24;4;4.0;2.0
11;13;13.0;32.0;25;4;19.0;19.0
5;14;15.0;18.0;41;0;4.0;3.0
7;14;15.007510173981776;29.007510173981778;36;26;14.0;14.000000000000002
6;16;16.0;28.0;45;21;9.0;12.0
3;14;16.87543957727189;21.87543957727189;27;13;4.0;5.0
19;18;18.0;45.0;46;16;26.0;27.0
2;14;20.0;26.0;37;17;7.0;6.0
4;14;20.0;23.0;32;4;1.0;3.0
12;14;20.0;24.0;29;3;3.0;4.0
0;14;20.0;32.0;28;1;12.0;12.0
16;14;20.0;25.0;33;25;4.0;5.0
1;14;21.0;36.0;31;16;16.0;15.0
15;14;21.45417348358683;24.45417348358683;38;29;4.0;3.0
3;14;21.87543957727189;25.87543957727189;30;17;4.0;4.0
14;14;22.499143899347725;31.499143899347725;40;12;8.0;9.0
4;14;23.0;47.0;35;1;25.0;24.0
9;14;23.0;36.0;34;16;11.0;13.0
12;24;24.0;36.0;51;4;13.0;12.0
15;22;24.45417348358683;31.45417348358683;50;20;7.0;7.0
13;14;25.0;31.0;42;16;5.0;6.0
