server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
1;1;1.0;5.0;0;1;3.0;4.0
2;1;1.0;25.0;1;29;22.0;24.0
3;1;1.0;12.0;2;27;11.0;11.0
4;1;1.0;16.0;5;23;16.0;15.0
5;1;1.0;2.0;7;24;1.0;1.0
6;1;1.0;14.0;4;27;14.0;13.0
7;1;1.0;29.0;3;29;27.0;28.0
8;3;3.0;24.0;8;2;21.0;21.0
11;3;3.0;10.0;9;0;8.0;7.0
13;3;3.0;23.0;10;5;23.0;20.0
16;4;4.0;18.0;13;29;14.0;14.0
17;4;4.0;16.0;12;19;13.0;12.0
18;4;4.0;19.0;14;26;15.0;15.0
14;4;4.0;18.0;11;14;14.0;14.0
1;4;5.0;24.0;15;15;19.0;19.0
11;10;10.0;15.0;19;1;4.0;5.0
12;10;11.79226359609094;39.79226359609094;17;15;24.0;28.0
3;6;12.0;33.0;16;4;21.0;21.0
15;10;13.587674860660439;24.58767486066044;18;25;11.0;11.0
6;14;14.0;18.0;22;20;3.0;4.0
5;14;14.701380173110394;15.701380173110394;20;3;4.0;1.0
11;14;15.0;42.0;21;10;28.0;27.0
19;15;15.058611423648948;16.058611423648948;23;16;2.0;1.0
5;15;15.701380173110394;35.701380173110394;24;27;18.0;20.0
0;15;15.814899593452607;45.81489959345261;25;5;29.0;30.0
17;16;16.0;20.0;26;9;5.0;4.0
4;16;16.0;38.0;27;11;21.0;22.0
19;16;16.058611423648948;30.058611423648948;28;3;17.0;14.0
9;17;17.0;32.0;29;5;14.0;15.0
10;19;19.0;31.0;30;23;14.0;12.0
16;19;19.0;41.0;35;20;22.0;22.0
14;19;19.0;34.0;36;25;13.0;15.0
18;19;19.0;25.0;34;3;6.0;6.0
6;19;19.0;25.0;31;0;2.0;6.0
17;20;20.0;28.0;43;22;10.0;8.0
1;20;24.0;39.0;40;24;13.0;15.0
15;20;24.58767486066044;27.58767486066044;44;20;4.0;3.0
18;25;25.0;40.0;52;4;13.0;15.0
6;24;25.0;32.0;50;0;2.0;7.0
2;20;25.0;32.0;42;18;5.0;7.0
15;22;27.58767486066044;28.58767486066044;48;18;3.0;1.0
