server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;2;2.0;6.0;1;9;5.0;4.0
1;2;2.0;6.0;0;4;5.0;4.0
2;2;2.0;31.0;2;1;29.0;29.0
3;5;5.0;33.0;3;18;27.0;28.0
4;5;5.0;8.0;4;13;3.0;3.0
5;6;6.0;7.0;5;28;1.0;1.0
6;7;7.0;9.0;6;26;3.0;2.0
8;8;8.0;11.0;9;0;3.0;3.0
10;8;8.0;14.0;11;1;6.0;6.0
11;8;8.0;9.0;13;21;1.0;1.0
12;8;8.0;10.0;8;2;2.0;2.0
13;8;8.0;12.0;10;28;2.0;4.0
15;8;8.0;24.0;12;29;15.0;16.0
16;8;8.0;37.0;7;8;27.0;29.0
17;9;9.0;16.0;14;20;9.0;7.0
18;11;11.0;19.0;15;24;7.0;8.0
7;13;13.0;18.0;18;14;5.0;5.0
5;13;13.0;17.0;19;9;6.0;4.0
11;13;13.0;30.0;17;6;16.0;17.0
6;13;13.0;20.0;21;10;9.0;7.0
12;13;13.0;27.0;16;3;14.0;14.0
4;13;13.0;18.0;20;6;7.0;5.0
8;14;14.0;35.0;22;11;20.0;21.0
0;14;14.0;31.0;23;11;18.0;17.0
1;15;15.0;27.0;28;22;13.0;12.0
13;15;15.0;19.0;24;19;3.0;4.0
10;15;15.0;19.0;26;14;4.0;4.0
17;16;16.0;30.0;29;12;12.0;14.0
5;15;17.0;20.0;25;27;5.0;3.0
19;15;17.242377240349924;19.242377240349924;27;27;4.0;2.0
7;18;18.0;37.0;33;28;19.0;19.0
4;18;18.0;31.0;37;5;13.0;13.0
18;19;19.0;28.0;40;17;8.0;9.0
13;18;19.0;36.0;36;14;19.0;17.0
10;18;19.0;23.0;35;14;4.0;4.0
19;18;19.242377240349924;31.242377240349924;38;20;12.0;12.0
14;18;19.49900258317672;25.49900258317672;39;5;1.0;6.0
5;20;20.0;31.0;44;15;9.0;11.0
6;20;20.0;49.0;43;20;28.0;29.0
9;21;21.083923783659237;51.08392378365924;46;19;27.0;30.0
10;22;23.0;43.0;50;7;19.0;20.0
15;22;24.0;37.0;51;5;13.0;13.0
14;24;25.49900258317672;27.49900258317672;53;14;2.0;2.0
1;22;27.0;31.0;52;26;3.0;4.0
12;22;27.0;50.0;49;8;24.0;23.0
14;25;27.49900258317672;29.49900258317672;57;19;1.0;2.0
18;20;28.0;29.0;41;20;1.0;1.0
18;22;29.0;30.0;47;18;1.0;1.0
14;25;29.49900258317672;32.49900258317672;56;17;2.0;3.0
11;30;30.0;34.0;68;27;2.0;4.0
18;28;30.0;31.0;65;26;2.0;1.0
17;21;30.0;38.0;45;27;10.0;8.0
5;24;31.0;33.0;54;23;2.0;2.0
1;27;31.0;33.0;60;13;1.0;2.0
18;27;31.0;39.0;62;17;8.0;8.0
0;25;31.0;38.0;58;10;6.0;7.0
4;27;31.0;32.0;59;0;2.0;1.0
2;27;31.0;34.0;63;25;3.0;3.0
19;27;31.242377240349924;33.242377240349924;61;23;3.0;2.0
4;32;32.0;44.0;69;17;11.0;12.0
