server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
1;2;2.0;3.0;1;29;1.0;1.0
3;2;2.0;22.0;0;21;20.0;20.0
5;4;4.0;8.0;4;13;3.0;4.0
6;4;4.0;13.0;2;0;9.0;9.0
7;4;4.0;9.0;3;3;3.0;5.0
8;5;5.0;29.0;5;15;26.0;24.0
9;7;7.0;13.0;6;2;6.0;6.0
10;7;7.0;29.0;7;4;22.0;22.0
11;8;8.0;15.0;8;22;6.0;7.0
12;8;8.0;9.0;9;0;2.0;1.0
15;8;8.0;9.0;10;9;1.0;1.0
13;10;10.0;27.0;13;24;18.0;17.0
16;10;10.0;15.0;12;28;3.0;5.0
17;10;10.0;18.0;14;3;8.0;8.0
18;10;10.0;26.0;11;2;16.0;16.0
19;12;12.0;14.0;17;19;4.0;2.0
1;12;12.0;14.0;18;29;1.0;2.0
12;12;12.0;32.0;15;9;22.0;20.0
15;12;12.0;16.0;16;23;6.0;4.0
5;12;12.0;14.0;20;23;3.0;2.0
7;12;12.0;16.0;19;12;5.0;4.0
19;14;14.0;22.0;24;0;7.0;8.0
1;14;14.0;28.0;23;27;13.0;14.0
9;14;14.0;18.0;22;17;5.0;4.0
5;14;14.0;21.0;25;19;8.0;7.0
6;14;14.0;15.0;21;17;2.0;1.0
16;14;15.0;17.0;26;17;2.0;2.0
11;14;15.0;32.0;27;19;17.0;17.0
15;16;16.0;17.0;30;28;1.0;1.0
7;16;16.0;39.0;29;27;21.0;23.0
6;16;16.0;30.0;31;29;12.0;14.0
0;16;16.571035975144827;20.571035975144827;32;18;4.0;4.0
15;16;17.0;36.0;28;8;18.0;19.0
16;19;19.0;31.0;33;9;11.0;12.0
17;20;20.0;29.0;35;10;10.0;9.0
9;20;20.0;26.0;34;1;5.0;6.0
2;21;21.0;37.0;37;7;18.0;16.0
14;21;21.0;40.0;36;4;20.0;19.0
0;24;24.0;58.0;39;15;29.0;34.0
19;24;24.0;47.0;38;21;23.0;23.0
4;26;26.0;35.0;41;20;6.0;9.0
5;26;26.0;38.0;40;9;12.0;12.0
9;27;27.0;34.0;42;17;5.0;7.0
18;27;27.0;48.0;43;14;21.0;21.0
1;28;28.0;42.0;44;8;16.0;14.0
13;32;32.0;49.0;45;12;16.0;17.0
4;35;35.0;55.0;47;12;15.0;20.0
17;35;35.0;51.0;46;19;16.0;16.0
2;37;37.0;58.0;48;24;20.0;21.0
16;37;37.0;50.0;49;21;14.0;13.0
3;38;38.0;43.0;50;24;1.0;5.0
12;38;38.0;39.0;51;0;2.0;1.0
10;39;39.0;62.0;52;11;22.0;23.0
12;39;39.0;40.0;53;25;1.0;1.0
9;39;39.0;64.0;54;12;25.0;25.0
6;39;39.0;61.0;55;21;21.0;22.0
14;43;43.0;44.0;60;23;1.0;1.0
12;43;43.0;55.0;65;11;12.0;12.0
8;43;43.0;45.0;59;13;3.0;2.0
11;43;43.0;45.0;63;11;1.0;2.0
3;43;43.0;48.0;58;24;1.0;5.0
5;43;43.0;45.0;64;20;1.0;2.0
15;43;43.0;44.0;62;9;1.0;1.0
1;43;43.0;56.0;57;25;12.0;13.0
7;43;43.0;58.0;61;17;15.0;15.0
14;44;44.0;48.0;66;3;5.0;4.0
15;44;44.0;68.0;67;21;27.0;24.0
8;45;45.0;68.0;73;2;23.0;23.0
11;45;45.0;60.0;70;13;16.0;15.0
5;43;45.0;68.0;56;27;22.0;23.0
19;45;47.0;54.0;71;25;3.0;7.0
14;45;48.0;53.0;74;12;2.0;5.0
3;48;48.0;54.0;78;2;5.0;6.0
18;45;48.0;49.0;69;17;1.0;1.0
13;45;49.0;62.0;68;27;13.0;13.0
18;48;49.0;50.0;80;7;1.0;1.0
16;50;50.0;60.0;81;27;10.0;10.0
18;45;50.0;61.0;75;13;11.0;11.0
17;46;51.0;54.0;77;21;4.0;3.0
14;45;53.0;64.0;72;29;12.0;11.0
3;54;54.0;62.0;83;10;6.0;8.0
17;48;54.0;58.0;79;21;4.0;4.0
19;46;54.0;65.0;76;26;11.0;11.0
4;54;55.0;77.0;84;29;20.0;22.0
12;50;55.0;58.0;82;21;3.0;3.0
2;57;58.0;65.0;85;25;9.0;7.0
0;57;58.0;84.0;86;26;24.0;26.0
12;60;60.0;74.0;87;8;14.0;14.0
17;62;62.0;71.0;88;3;8.0;9.0
11;62;62.0;79.0;90;12;16.0;17.0
16;62;62.0;64.0;89;2;2.0;2.0
1;63;63.0;82.0;92;13;20.0;19.0
3;63;63.0;64.0;91;12;1.0;1.0
14;64;64.0;83.0;93;16;19.0;19.0
16;64;64.0;79.0;94;11;13.0;15.0
2;65;65.0;68.0;95;9;2.0;3.0
3;65;65.0;72.0;96;19;6.0;7.0
10;66;66.0;78.0;102;2;13.0;12.0
6;66;66.0;70.0;101;9;4.0;4.0
7;66;66.0;77.0;97;15;13.0;11.0
13;66;66.0;97.0;98;26;29.0;31.0
9;66;66.0;73.0;99;15;8.0;7.0
18;66;66.0;67.0;103;7;1.0;1.0
19;66;66.0;88.0;100;21;23.0;22.0
2;68;68.0;76.0;105;2;7.0;8.0
8;68;68.0;79.0;104;7;9.0;11.0
5;68;68.0;88.0;106;10;16.0;20.0
6;70;70.0;80.0;107;27;9.0;10.0
17;73;73.0;84.0;108;10;10.0;11.0
15;74;74.0;93.0;113;8;18.0;19.0
18;74;74.0;75.0;114;17;1.0;1.0
3;74;74.0;99.0;112;27;24.0;25.0
12;74;74.0;79.0;116;0;2.0;5.0
9;74;74.0;80.0;111;1;5.0;6.0
18;74;75.0;76.0;115;11;2.0;1.0
18;74;76.0;90.0;110;23;13.0;14.0
2;74;76.0;84.0;109;2;7.0;8.0
4;77;77.0;93.0;117;14;16.0;16.0
10;78;78.0;86.0;118;1;10.0;8.0
7;78;78.0;97.0;119;25;20.0;19.0
12;78;79.0;91.0;120;27;12.0;12.0
11;81;81.0;88.0;124;0;8.0;7.0
16;81;81.0;82.0;122;2;2.0;1.0
8;81;81.0;99.0;123;16;17.0;18.0
6;81;81.0;109.0;121;25;25.0;28.0
14;84;84.0;102.0;125;6;20.0;18.0
16;84;84.0;106.0;126;20;21.0;22.0
17;85;85.0;93.0;130;4;7.0;8.0
9;85;85.0;89.0;127;17;5.0;4.0
1;85;85.0;88.0;131;18;3.0;3.0
2;85;85.0;86.0;128;10;1.0;1.0
2;85;86.0;98.0;129;23;13.0;12.0
10;88;88.0;106.0;132;21;16.0;18.0
11;88;88.0;104.0;133;12;16.0;16.0
9;90;90.0;94.0;134;17;5.0;4.0
1;90;90.0;116.0;136;28;26.0;26.0
18;90;90.0;98.0;137;9;9.0;8.0
5;90;90.0;103.0;135;8;14.0;13.0
12;91;91.0;101.0;138;7;9.0;10.0
