server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
3;0;0.0;2.0;0;4;1.0;2.0
4;1;1.0;9.0;1;7;6.0;8.0
5;2;2.0;25.0;4;16;22.0;23.0
7;2;2.0;4.0;3;27;1.0;2.0
9;2;2.0;13.0;2;17;11.0;11.0
11;5;5.0;23.0;5;22;18.0;18.0
12;5;5.0;15.0;6;23;10.0;10.0
2;7;7.0;34.0;7;2;28.0;27.0
13;7;7.0;8.0;8;10;2.0;1.0
15;7;7.0;30.0;9;21;21.0;23.0
16;7;7.0;16.0;10;21;6.0;9.0
1;9;9.0;15.0;11;2;7.0;6.0
17;9;9.0;11.0;12;14;2.0;2.0
18;10;10.0;37.0;13;1;28.0;27.0
19;10;10.0;30.0;14;25;24.0;20.0
13;11;11.0;17.0;17;2;3.0;6.0
17;11;11.0;15.0;15;6;4.0;4.0
3;11;11.0;17.0;16;13;6.0;6.0
7;12;12.0;25.0;18;2;14.0;13.0
4;13;13.0;18.0;20;8;5.0;5.0
9;13;13.0;36.0;21;12;23.0;23.0
14;13;13.88478374755182;19.884783747551822;22;25;8.0;6.000000000000002
1;14;15.0;28.0;26;16;12.0;13.0
17;14;15.0;25.0;25;23;13.0;10.0
12;14;15.0;17.0;24;9;3.0;2.0
16;16;16.0;34.0;35;0;20.0;18.0
13;14;17.0;39.0;27;16;21.0;22.0
3;14;17.0;33.0;23;25;20.0;16.0
12;16;17.0;18.0;37;1;3.0;1.0
8;15;17.302682468523574;24.302682468523574;28;19;7.0;7.0
4;15;18.0;30.0;31;5;8.0;12.0
12;16;18.0;30.0;36;17;10.0;12.0
0;15;18.89625768683157;20.89625768683157;30;29;1.0;2.0
6;16;19.630493124226458;21.630493124226458;33;11;3.0;2.0
14;19;19.884783747551822;21.884783747551822;46;18;2.0;2.0
0;19;20.89625768683157;21.89625768683157;44;9;1.0;1.0
6;19;21.630493124226458;23.630493124226458;45;15;3.0;2.0
14;19;21.884783747551822;24.884783747551822;47;27;3.0;3.0
0;19;21.89625768683157;24.89625768683157;48;1;4.0;3.0
11;22;23.0;41.0;51;8;18.0;18.0
6;22;23.630493124226458;51.63049312422646;52;7;28.0;28.000000000000004
8;24;24.302682468523574;29.302682468523574;59;10;8.0;5.0
10;24;24.610078432195287;38.61007843219529;58;23;15.0;14.0
14;17;24.884783747551822;26.884783747551822;41;23;4.0;2.0
0;24;24.89625768683157;26.89625768683157;56;29;1.0;2.0
7;16;25.0;26.0;40;3;1.0;1.0
17;22;25.0;28.0;50;22;3.0;3.0
5;17;25.0;28.0;43;20;5.0;3.0
7;26;26.0;39.0;65;20;12.0;13.0
14;26;26.884783747551822;36.88478374755182;68;11;11.0;10.0
0;26;26.89625768683157;53.896257686831575;67;22;27.0;27.000000000000004
17;26;28.0;33.0;64;18;2.0;5.0
5;26;28.0;31.0;69;4;3.0;3.0
8;22;29.302682468523574;35.30268246852357;53;24;5.0;5.9999999999999964
19;16;30.0;39.0;32;19;9.0;9.0
15;17;30.0;32.0;42;19;4.0;2.0
4;24;30.0;31.0;55;22;1.0;1.0
12;26;30.0;35.0;66;16;5.0;5.0
4;28;31.0;37.0;70;8;5.0;6.0
5;24;31.0;39.0;57;5;11.0;8.0
15;16;32.0;47.0;38;17;13.0;15.0
17;15;33.0;49.0;29;10;16.0;16.0
3;22;33.0;49.0;49;10;14.0;16.0
