server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;0;0.0;1.0;3;28;1.0;1.0
1;0;0.0;7.0;7;0;7.0;7.0
4;0;0.0;1.0;1;18;1.0;1.0
5;0;0.0;3.0;0;27;1.0;3.0
6;0;0.0;6.0;5;2;8.0;6.0
7;0;0.0;1.0;4;3;1.0;1.0
8;0;0.0;3.0;2;13;2.0;3.0
9;0;0.0;10.0;9;20;5.0;10.0
10;0;0.0;7.0;6;17;6.0;7.0
12;0;0.0;10.0;11;0;14.0;10.0
14;2;2.0;14.0;18;12;11.0;12.0
15;2;2.0;7.0;13;20;4.0;5.0
16;2;2.0;7.0;23;22;4.0;5.0
17;2;2.0;5.0;14;12;4.0;3.0
18;2;2.0;6.0;15;4;4.0;4.0
19;2;2.0;4.0;17;12;1.0;2.0
0;2;2.0;12.0;16;24;6.0;10.0
4;2;2.0;5.0;20;18;1.0;3.0
7;2;2.0;11.0;19;5;10.0;9.0
8;3;3.0;9.0;25;12;4.0;6.0
5;3;3.0;5.0;26;29;2.0;2.0
19;2;4.0;21.0;22;9;18.0;17.0
17;5;5.0;13.0;29;7;7.0;8.0
4;3;5.0;16.0;24;14;8.0;11.0
5;5;5.0;6.0;28;8;1.0;1.0
2;5;5.090097593338523;12.090097593338523;27;13;8.0;7.0
18;2;6.0;30.0;12;23;21.0;24.0
15;8;8.0;25.0;31;18;17.0;17.0
16;9;9.0;20.0;37;21;8.0;11.0
5;9;9.0;13.0;34;2;2.0;4.0
6;9;9.0;12.0;32;4;1.0;3.0
1;9;9.0;10.0;39;20;2.0;1.0
10;9;9.0;15.0;33;23;6.0;6.0
8;9;9.0;13.0;38;18;4.0;4.0
1;9;10.0;16.0;36;9;4.0;6.0
9;9;10.0;31.0;35;3;22.0;21.0
3;14;14.0;19.0;40;6;5.0;5.0
2;14;14.0;18.0;41;8;2.0;4.0
6;14;14.0;23.0;42;2;8.0;9.0
5;15;15.0;40.0;46;14;24.0;25.0
7;15;15.0;19.0;44;10;5.0;4.0
12;15;15.0;29.0;45;2;12.0;14.0
0;15;15.0;16.0;48;0;1.0;1.0
17;15;15.0;19.0;43;12;4.0;4.0
14;15;15.0;36.0;47;13;21.0;21.0
0;17;17.0;21.0;50;17;3.0;4.0
10;17;17.0;41.0;49;4;24.0;24.0
2;18;18.0;22.0;51;26;5.0;4.0
1;18;18.0;43.0;52;28;25.0;25.0
3;19;19.0;28.0;53;2;10.0;9.0
7;19;19.0;40.0;57;0;22.0;21.0
17;19;19.0;28.0;56;16;11.0;9.0
4;19;19.0;28.0;54;25;12.0;9.0
13;19;19.24473221901645;23.24473221901645;55;23;5.0;4.0
16;20;20.0;25.0;58;19;6.0;5.0
2;23;23.0;51.0;62;24;28.0;28.0
0;23;23.0;39.0;59;4;16.0;16.0
6;23;23.0;28.0;60;21;7.0;5.0
19;23;23.0;44.0;61;7;18.0;21.0
13;26;26.0;37.0;65;3;8.0;11.0
16;26;26.0;29.0;64;29;2.0;3.0
15;26;26.0;43.0;68;1;20.0;17.0
11;26;26.055833788687323;30.055833788687323;63;7;2.0;4.0
3;26;28.0;44.0;66;21;17.0;16.0
6;28;28.0;41.0;71;23;12.0;13.0
17;28;28.0;35.0;70;27;4.0;7.0
4;26;28.0;42.0;67;3;13.0;14.0
16;29;29.0;40.0;73;11;12.0;11.0
12;29;29.0;42.0;76;20;13.0;13.0
18;29;30.0;35.0;72;4;4.0;5.0
11;29;30.055833788687323;39.05583378868732;75;11;9.0;9.0
9;29;31.0;36.0;74;12;3.0;5.0
8;30;31.467523425947377;47.46752342594738;77;20;16.0;16.0
17;32;35.0;47.0;80;10;10.0;12.0
18;33;35.0;58.0;88;19;19.0;23.0
14;33;36.0;52.0;85;20;16.0;16.0
9;33;36.0;61.0;86;19;25.0;25.0
13;33;37.0;49.0;81;3;8.0;12.0
0;37;39.0;46.0;91;16;8.0;7.0
11;30;39.05583378868732;44.05583378868732;79;6;2.0;5.0
16;40;40.0;43.0;96;29;2.0;3.0
5;33;40.0;42.0;82;27;1.0;2.0
7;37;40.0;43.0;92;15;4.0;3.0
6;41;41.0;42.0;97;12;2.0;1.0
10;41;41.0;44.0;100;10;4.0;3.0
5;33;42.0;43.0;84;8;1.0;1.0
12;30;42.0;47.0;78;5;6.0;5.0
6;39;42.0;43.0;94;6;3.0;1.0
4;33;42.0;47.0;83;11;7.0;5.0
5;34;43.0;44.0;89;2;2.0;1.0
16;43;43.0;46.0;101;14;1.0;3.0
6;37;43.0;52.0;90;21;7.0;9.0
7;41;43.0;65.0;99;0;22.0;22.0
1;41;43.0;45.0;98;9;4.0;2.0
3;39;44.0;50.0;93;26;5.0;6.0
5;33;44.0;47.0;87;23;3.0;3.0
10;43;44.0;54.0;102;1;9.0;10.0
19;43;44.0;54.0;103;0;12.0;10.0
11;43;44.05583378868732;48.05583378868732;104;13;2.0;4.0
1;45;45.0;53.0;110;18;8.0;8.0
0;45;46.0;70.0;113;13;21.0;24.0
16;45;46.0;52.0;106;6;9.0;6.0
5;45;47.0;48.0;109;2;2.0;1.0
12;45;47.0;55.0;114;9;6.0;8.0
17;47;47.0;54.0;118;2;7.0;7.0
4;45;47.0;52.0;112;16;4.0;5.0
8;45;47.46752342594738;50.46752342594738;111;13;2.0;3.0
5;45;48.0;54.0;108;6;5.0;6.0
11;48;48.05583378868732;50.05583378868732;120;18;1.0;2.0
13;49;49.0;55.0;121;7;6.0;6.0
3;49;50.0;54.0;128;6;5.0;4.0
11;45;50.05583378868732;55.05583378868732;116;6;2.0;5.0
8;47;50.46752342594738;53.46752342594738;117;15;2.0;3.0
2;49;51.0;57.0;129;26;5.0;6.0
16;52;52.0;80.0;136;8;27.0;28.0
6;49;52.0;53.0;122;12;2.0;1.0
4;51;52.0;53.0;130;7;1.0;1.0
14;45;52.0;53.0;115;25;1.0;1.0
6;53;53.0;56.0;139;12;2.0;3.0
1;53;53.0;71.0;142;12;18.0;18.0
4;53;53.0;63.0;141;14;8.0;10.0
14;52;53.0;59.0;137;26;5.0;6.0
