server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;1;1.0;9.0;2;7;8.0;8.0
2;1;1.0;24.0;1;11;21.0;23.0
3;1;1.0;6.0;0;22;8.0;5.0
5;1;1.0;32.0;3;27;29.0;31.0
8;2;2.0;6.0;4;20;5.0;4.0
11;3;3.0;5.0;6;25;1.0;2.0
13;3;3.0;13.0;5;4;11.0;10.0
18;3;3.0;33.0;7;22;28.0;30.0
14;6;6.0;12.0;9;23;8.0;6.0
15;6;6.0;15.0;10;21;10.0;9.0
19;6;6.0;31.0;8;28;24.0;25.0
11;6;6.0;12.0;11;28;5.0;6.0
8;9;9.0;13.0;13;18;4.0;4.0
3;9;9.0;38.0;12;17;29.0;29.0
0;10;10.0;21.0;14;7;8.0;11.0
12;11;11.716844543554291;37.71684454355429;17;27;29.0;25.999999999999996
16;11;11.843481886366718;27.843481886366718;15;27;15.0;16.0
14;11;12.0;28.0;20;8;15.0;16.0
11;11;12.0;21.0;19;21;6.0;9.0
8;11;13.0;18.0;18;18;4.0;5.0
13;11;13.0;19.0;16;2;6.0;6.0
9;15;15.0;42.0;21;26;26.0;27.0
10;15;15.0;42.0;22;8;27.0;27.0
4;15;15.0;17.0;23;8;2.0;2.0
7;17;17.0;31.0;25;9;14.0;14.0
6;17;17.0;23.0;24;20;6.0;6.0
4;17;17.0;36.0;26;9;18.0;19.0
15;17;17.0;18.0;27;9;1.0;1.0
15;18;18.0;38.0;28;19;20.0;20.0
8;18;18.0;45.0;29;2;27.0;27.0
13;18;19.0;25.0;30;17;5.0;6.0
0;20;21.0;31.0;34;17;9.0;10.0
17;21;21.14667827525028;40.14667827525028;40;21;20.0;19.0
6;21;23.0;29.0;36;20;6.0;6.0
2;24;24.0;33.0;45;13;11.0;9.0
13;24;25.0;26.0;43;20;5.0;1.0
13;25;26.0;30.0;46;20;5.0;4.0
1;20;26.331373533500532;36.33137353350053;32;23;9.0;10.0
16;27;27.843481886366718;28.843481886366718;48;21;1.0;1.0
14;28;28.0;30.0;49;29;4.0;2.0
16;28;28.843481886366718;49.84348188636672;51;16;24.0;21.0
6;29;29.0;49.0;52;3;20.0;20.0
14;19;30.0;41.0;31;0;11.0;11.0
13;24;30.0;40.0;42;5;11.0;10.0
7;21;31.0;46.0;38;27;10.0;15.0
19;28;31.0;38.0;50;5;9.0;7.0
0;21;31.0;36.0;35;28;6.0;5.0
5;27;32.0;40.0;47;4;9.0;8.0
18;24;33.0;42.0;44;27;9.0;9.0
2;21;33.0;40.0;37;8;6.0;7.0
4;34;36.0;38.0;56;8;2.0;2.0
0;35;36.0;39.0;62;1;3.0;3.0
1;34;36.33137353350053;47.33137353350053;57;23;9.0;11.0
12;36;37.71684454355429;44.71684454355429;74;13;7.0;7.0
4;21;38.0;50.0;39;14;10.0;12.0
15;35;38.0;43.0;65;29;5.0;5.0
19;35;38.0;39.0;63;17;2.0;1.0
3;37;38.0;40.0;79;23;1.0;2.0
19;38;39.0;43.0;82;29;3.0;4.0
0;34;39.0;41.0;55;18;2.0;2.0
3;36;40.0;43.0;73;3;3.0;3.0
13;37;40.0;41.0;81;6;1.0;1.0
2;34;40.0;45.0;59;28;6.0;5.0
5;34;40.0;44.0;53;16;3.0;4.0
17;34;40.14667827525028;43.14667827525028;58;24;2.0;3.0
14;41;41.0;51.0;88;0;11.0;10.0
13;38;41.0;45.0;83;10;5.0;4.0
0;35;41.0;46.0;66;24;3.0;5.0
11;35;41.2272631917373;42.2272631917373;64;25;1.0;1.0
9;34;42.0;47.0;61;16;4.0;5.0
10;36;42.0;47.0;72;5;4.0;5.0
18;36;42.0;43.0;75;25;1.0;1.0
11;35;42.2272631917373;46.2272631917373;68;24;4.0;4.0
15;39;43.0;48.0;86;29;5.0;5.0
19;37;43.0;48.0;77;12;6.0;5.0
3;35;43.0;50.0;69;22;8.0;7.0
18;34;43.0;52.0;60;27;9.0;9.0
17;38;43.14667827525028;46.14667827525028;85;10;3.0;3.0
5;34;44.0;51.0;54;4;9.0;7.0
12;37;44.71684454355429;47.71684454355429;78;2;5.0;3.0
8;36;45.0;52.0;76;7;4.0;7.0
13;44;45.0;46.0;89;6;1.0;1.0
2;35;45.0;53.0;67;28;6.0;8.0
7;39;46.0;49.0;87;13;3.0;3.0
13;35;46.0;60.0;71;8;12.0;14.0
0;35;46.0;50.0;70;1;3.0;4.0
17;38;46.14667827525028;58.14667827525028;84;28;14.0;12.0
11;47;47.0;65.0;94;19;16.0;18.0
9;47;47.0;70.0;97;6;24.0;23.0
10;47;47.0;53.0;92;9;5.0;6.0
1;47;47.33137353350053;66.33137353350054;91;13;19.0;19.000000000000007
12;47;47.71684454355429;56.71684454355429;90;22;13.0;9.0
15;47;48.0;65.0;93;7;19.0;17.0
19;47;48.0;59.0;95;7;12.0;11.0
6;50;50.0;53.0;106;28;3.0;3.0
7;50;50.0;53.0;98;13;3.0;3.0
4;50;50.0;62.0;108;14;10.0;12.0
16;50;50.0;51.0;101;17;3.0;1.0
3;50;50.0;51.0;102;0;1.0;1.0
0;50;50.0;70.0;104;23;19.0;20.0
16;51;51.0;59.0;109;18;9.0;8.0
14;50;51.0;58.0;107;1;6.0;7.0
3;51;51.0;64.0;110;24;11.0;13.0
5;50;51.0;55.0;105;16;3.0;4.0
8;50;52.0;62.0;99;11;11.0;10.0
18;50;52.0;75.0;103;17;24.0;23.0
6;53;53.0;55.0;114;28;3.0;2.0
7;50;53.0;54.0;100;13;3.0;1.0
10;53;53.0;58.0;113;5;4.0;5.0
2;53;53.0;80.0;111;17;27.0;27.0
7;55;55.0;56.0;117;13;3.0;1.0
6;55;55.0;59.0;119;0;4.0;4.0
5;55;55.0;62.0;120;17;6.0;7.0
7;55;56.0;73.0;116;14;16.0;17.0
12;55;56.71684454355429;69.71684454355429;118;5;13.0;13.0
10;58;58.0;85.0;125;16;27.0;27.0
14;58;58.0;67.0;122;13;9.0;9.0
17;58;58.14667827525028;59.14667827525028;124;13;3.0;1.0
6;58;59.0;72.0;123;22;12.0;13.0
16;58;59.0;71.0;121;14;12.0;12.0
17;60;60.0;61.0;126;17;1.0;1.0
19;60;60.0;70.0;130;9;12.0;10.0
13;60;60.0;67.0;129;20;5.0;7.0
17;61;61.0;63.0;132;29;3.0;2.0
4;62;62.0;80.0;137;18;18.0;18.0
8;62;62.0;78.0;133;4;16.0;16.0
5;61;62.0;75.0;131;18;15.0;13.0
17;63;63.0;74.0;144;25;10.0;11.0
3;63;64.0;65.0;142;0;1.0;1.0
11;63;65.0;86.0;139;2;25.0;21.0
15;62;65.0;69.0;138;29;5.0;4.0
3;62;65.0;69.0;136;25;6.0;4.0
1;63;66.33137353350054;79.33137353350054;140;26;16.0;13.0
14;65;67.0;68.0;145;26;1.0;1.0
13;63;67.0;73.0;141;17;5.0;6.0
14;68;68.0;89.0;154;22;22.0;21.0
15;68;69.0;87.0;150;6;18.0;18.0
3;68;69.0;70.0;151;0;1.0;1.0
12;68;69.71684454355429;72.71684454355429;155;2;5.0;3.0
9;70;70.0;78.0;157;2;9.0;8.0
19;65;70.0;78.0;146;19;6.0;8.0
3;66;70.0;76.0;149;25;6.0;6.0
0;62;70.0;74.0;134;1;3.0;4.0
16;68;71.0;74.0;156;26;2.0;3.0
6;71;72.0;73.0;166;10;1.0;1.0
12;70;72.71684454355429;74.71684454355429;159;15;2.0;2.0
7;71;73.0;77.0;162;6;3.0;4.0
6;71;73.0;75.0;160;16;2.0;2.0
13;71;73.0;76.0;164;13;5.0;3.0
17;74;74.0;95.0;174;8;21.0;21.0
16;71;74.0;75.0;170;1;2.0;1.0
0;68;74.0;77.0;152;24;3.0;3.0
12;60;74.71684454355429;85.71684454355429;127;22;13.0;11.0
6;75;75.0;82.0;175;20;6.0;7.0
16;71;75.0;77.0;171;26;2.0;2.0
18;71;75.0;85.0;163;27;9.0;10.0
5;71;75.0;82.0;168;17;6.0;7.0
3;76;76.0;88.0;176;6;11.0;12.0
13;68;76.0;90.0;153;5;11.0;14.0
7;65;77.0;82.0;147;22;4.0;5.0
16;74;77.0;89.0;173;12;7.0;12.0
0;71;77.0;90.0;169;27;14.0;13.0
9;60;78.0;87.0;128;8;9.0;9.0
19;71;78.0;86.0;167;5;9.0;8.0
8;66;78.0;86.0;148;22;12.0;8.0
1;70;79.33137353350054;100.33137353350054;158;22;21.0;21.0
4;72;80.0;81.0;172;8;2.0;1.0
2;71;80.0;81.0;165;9;1.0;1.0
4;78;81.0;86.0;180;11;5.0;5.0
2;81;81.0;82.0;184;9;1.0;1.0
7;79;82.0;84.0;181;13;3.0;2.0
6;78;82.0;85.0;179;0;4.0;3.0
2;81;82.0;105.0;182;6;19.0;23.0
5;78;82.0;91.0;178;17;6.0;9.0
7;84;84.0;98.0;185;25;13.0;14.0
6;85;85.0;108.0;188;26;25.0;23.0
10;84;85.0;97.0;186;7;11.0;12.0
18;76;85.0;115.0;177;4;26.0;30.0
12;85;85.71684454355429;94.71684454355429;187;19;10.0;9.0
11;87;87.0;107.0;189;7;19.0;20.0
4;87;87.0;94.0;190;29;8.0;7.0
9;88;88.0;89.0;191;23;3.0;1.0
19;88;88.0;117.0;193;25;28.0;29.0
15;88;88.0;102.0;192;14;13.0;14.0
9;89;89.0;100.0;194;19;8.0;11.0
16;89;89.0;100.0;195;5;8.0;11.0
8;90;90.0;94.0;198;12;5.0;4.0
14;90;90.0;96.0;196;12;5.0;6.0
3;90;90.0;92.0;197;0;1.0;2.0
13;90;90.0;100.0;199;21;10.0;10.0
0;91;91.0;97.0;205;28;6.0;6.0
5;91;91.0;100.0;200;9;7.0;9.0
3;92;92.0;115.0;207;2;21.0;23.0
4;94;94.0;103.0;209;6;11.0;9.0
8;92;94.0;123.0;208;25;28.0;29.0
12;91;94.71684454355429;102.71684454355429;202;13;7.0;8.0
17;95;95.0;103.0;211;22;6.0;8.0
14;96;96.0;113.0;212;18;17.0;17.0
10;94;97.0;112.0;210;3;12.0;15.0
0;91;97.0;103.0;204;25;5.0;6.0
7;98;98.0;117.0;218;28;20.0;19.0
9;91;100.0;105.0;201;16;4.0;5.0
16;98;100.0;102.0;220;21;1.0;2.0
13;96;100.0;107.0;214;15;7.0;7.0
5;98;100.0;101.0;217;26;4.0;1.0
1;99;100.33137353350054;121.33137353350054;221;1;20.0;21.0
5;96;101.0;111.0;213;12;11.0;10.0
16;102;102.0;113.0;223;14;12.0;11.0
15;98;102.0;111.0;219;8;10.0;9.0
12;102;102.71684454355429;103.71684454355429;222;18;1.0;1.0
17;103;103.0;123.0;227;6;19.0;20.0
4;103;103.0;104.0;226;8;2.0;1.0
0;103;103.0;106.0;225;24;3.0;3.0
