server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;1;1.0;9.0;1;27;8.0;8.0
1;1;1.0;20.0;0;28;22.0;19.0
2;1;1.0;15.0;2;28;14.0;14.0
3;2;2.0;9.0;3;13;9.0;7.0
4;2;2.0;18.0;4;23;15.0;16.0
5;4;4.0;11.0;5;13;7.0;7.0
7;4;4.0;13.0;6;24;9.0;9.0
8;9;9.0;14.0;7;17;6.0;5.0
9;9;9.0;19.0;8;13;8.0;10.0
10;10;10.0;12.0;11;20;1.0;2.0
13;10;10.0;33.0;9;19;26.0;23.0
14;10;10.0;14.0;10;2;5.0;4.0
12;13;13.0;16.0;12;17;2.0;3.0
16;13;13.0;23.0;14;25;11.0;10.0
17;13;13.0;21.0;16;24;6.0;8.0
18;13;13.0;24.0;17;11;11.0;11.0
19;13;13.0;14.0;13;15;1.0;1.0
10;13;13.0;31.0;15;13;19.0;18.0
19;14;14.0;15.0;19;15;1.0;1.0
14;14;14.0;17.0;22;1;1.0;3.0
8;14;14.0;19.0;18;3;5.0;5.0
3;14;14.0;40.0;21;24;24.0;26.0
5;14;14.0;40.0;20;15;24.0;26.0
15;16;16.0;40.0;24;22;23.0;24.0
19;16;16.0;37.0;27;3;21.0;21.0
12;16;16.0;22.0;25;21;9.0;6.0
0;16;16.0;25.0;26;11;10.0;9.0
7;16;16.0;33.0;23;29;14.0;17.0
14;18;18.0;36.0;28;18;19.0;18.0
2;18;18.0;22.0;31;0;4.0;4.0
4;18;18.0;44.0;30;29;25.0;26.0
8;18;19.0;36.0;32;24;17.0;17.0
6;21;21.0;46.0;42;3;22.0;25.0
11;21;21.0;42.0;41;6;22.0;21.0
17;21;21.0;51.0;37;10;29.0;30.0
9;21;21.0;44.0;38;4;24.0;23.0
1;21;21.0;26.0;39;1;1.0;5.0
12;21;22.0;44.0;43;19;22.0;22.0
2;22;22.0;54.0;48;18;29.0;32.0
16;22;23.0;30.0;46;18;8.0;7.0
18;24;24.0;51.0;49;15;28.0;27.0
0;24;25.0;54.0;51;5;29.0;29.0
1;24;26.0;40.0;50;13;12.0;14.0
16;29;30.0;52.0;56;26;18.0;22.0
10;28;31.0;49.0;53;3;17.0;18.0
13;26;33.0;47.0;52;15;16.0;14.0
7;28;33.0;60.0;54;8;27.0;27.0
14;21;36.0;62.0;35;23;26.0;26.0
8;32;36.0;39.0;64;2;3.0;3.0
19;34;37.0;40.0;68;15;1.0;3.0
8;36;39.0;49.0;71;10;10.0;10.0
15;34;40.0;43.0;66;21;2.0;3.0
19;32;40.0;41.0;61;27;2.0;1.0
3;34;40.0;42.0;69;18;2.0;2.0
5;32;40.0;41.0;63;28;1.0;1.0
1;32;40.0;55.0;60;9;15.0;15.0
19;21;41.0;65.0;36;10;23.0;24.0
5;22;41.0;63.0;44;29;24.0;22.0
11;42;42.0;51.0;73;15;9.0;9.0
3;34;42.0;69.0;70;29;27.0;27.0
15;32;43.0;60.0;59;1;18.0;17.0
12;29;44.0;47.0;58;17;2.0;3.0
9;34;44.0;66.0;67;2;26.0;22.0
4;21;44.0;46.0;40;13;3.0;2.0
6;45;46.0;69.0;74;2;23.0;23.0
4;46;46.0;68.0;80;2;23.0;22.0
12;47;47.0;59.0;83;23;10.0;12.0
13;47;47.0;54.0;85;24;8.0;7.0
10;46;49.0;66.0;78;4;17.0;17.0
8;45;49.0;69.0;77;1;23.0;20.0
11;51;51.0;57.0;89;26;6.0;6.0
17;46;51.0;58.0;79;26;6.0;7.0
18;45;51.0;54.0;75;18;4.0;3.0
16;47;52.0;61.0;82;18;8.0;9.0
18;47;54.0;59.0;84;24;7.0;5.0
13;51;54.0;55.0;91;1;1.0;1.0
0;50;54.0;65.0;86;6;10.0;11.0
2;54;54.0;66.0;94;14;12.0;12.0
13;55;55.0;58.0;96;7;3.0;3.0
1;50;55.0;63.0;87;24;10.0;8.0
11;56;57.0;61.0;101;3;4.0;4.0
17;32;58.0;80.0;62;14;21.0;22.0
13;50;58.0;72.0;88;21;14.0;14.0
18;59;59.0;60.0;106;23;2.0;1.0
12;59;59.0;68.0;108;6;9.0;9.0
15;56;60.0;62.0;102;5;3.0;2.0
11;55;61.0;64.0;95;9;4.0;3.0
16;55;61.0;70.0;97;29;10.0;9.0
15;59;62.0;80.0;107;1;18.0;18.0
14;56;62.0;82.0;100;24;20.0;20.0
5;57;63.0;78.0;103;24;14.0;15.0
1;62;63.0;68.0;111;12;7.0;5.0
11;64;64.0;68.0;114;5;3.0;4.0
19;64;65.0;71.0;116;8;6.0;6.0
0;62;65.0;66.0;109;23;1.0;1.0
9;66;66.0;81.0;118;7;14.0;15.0
10;57;66.0;97.0;104;12;29.0;31.0
0;62;66.0;73.0;112;26;7.0;7.0
2;66;66.0;80.0;119;28;14.0;14.0
11;67;68.0;90.0;124;23;21.0;22.0
12;62;68.0;71.0;110;17;2.0;3.0
1;62;68.0;71.0;113;16;7.0;3.0
4;66;68.0;84.0;117;4;15.0;16.0
6;67;69.0;74.0;120;16;8.0;5.0
8;64;69.0;72.0;115;2;3.0;3.0
3;67;69.0;70.0;121;18;2.0;1.0
16;70;70.0;97.0;135;23;27.0;27.0
3;70;70.0;80.0;131;1;11.0;10.0
19;70;71.0;72.0;127;6;1.0;1.0
12;70;71.0;99.0;132;9;28.0;28.0
1;71;71.0;73.0;136;1;1.0;2.0
19;72;72.0;74.0;144;27;2.0;2.0
13;72;72.0;85.0;140;9;15.0;13.0
8;72;72.0;90.0;142;0;19.0;18.0
7;67;72.66938576169429;81.66938576169429;123;4;8.0;9.0
